,Equity,DrawdownPct,DrawdownDuration
2023-12-29 20:45:00+00:00,1000000632.9217752,6.05425638888768e-06,
2024-01-02 14:30:00+00:00,1000022773.2538065,0.0,3 days 22:15:00
2024-01-02 14:45:00+00:00,1000024175.1092752,0.0,
2024-01-02 15:00:00+00:00,1000024110.0702127,6.503749017117144e-08,
2024-01-02 15:15:00+00:00,1000026048.7420877,0.0,0 days 00:30:00
2024-01-02 15:30:00+00:00,1000027598.3514627,0.0,
2024-01-02 15:45:00+00:00,1000028056.9452127,0.0,
2024-01-02 16:00:00+00:00,1000024336.730369,3.72011046878562e-06,
2024-01-02 16:15:00+00:00,1000022729.7967752,5.326998978150144e-06,
2024-01-02 16:30:00+00:00,1000021557.2381815,6.499524674463686e-06,
2024-01-02 16:45:00+00:00,1000020392.199119,7.664531050388668e-06,
2024-01-02 17:00:00+00:00,1000020156.5545877,7.900168970342847e-06,
2024-01-02 17:15:00+00:00,1000021789.074119,6.26769524136872e-06,
2024-01-02 17:30:00+00:00,1000020121.886619,7.93483596650546e-06,
2024-01-02 17:45:00+00:00,1000025043.8592752,3.013001401930282e-06,
2024-01-02 18:00:00+00:00,1000025388.8788065,2.6679915505756213e-06,
2024-01-02 18:15:00+00:00,1000024575.9881815,3.480859368965028e-06,
2024-01-02 18:30:00+00:00,1000024392.1014627,3.664740928610577e-06,
2024-01-02 18:45:00+00:00,1000027591.3202127,4.6561193633998244e-07,
2024-01-02 19:00:00+00:00,1000028382.433494,0.0,0 days 03:15:00
2024-01-02 19:15:00+00:00,1000027900.402244,4.820175691921946e-07,
2024-01-02 19:30:00+00:00,1000029021.105369,0.0,0 days 00:30:00
2024-01-02 19:45:00+00:00,1000031554.5038065,0.0,
2024-01-02 20:00:00+00:00,1000033850.011619,0.0,
2024-01-02 20:15:00+00:00,1000032157.3358377,1.692618486148767e-06,
2024-01-02 20:30:00+00:00,1000031539.5624002,2.310371012614887e-06,
2024-01-02 20:45:00+00:00,1000026125.6952127,7.72405494686712e-06,
2024-01-03 14:30:00+00:00,1000033673.2538065,1.7675182939491663e-07,
2024-01-03 14:45:00+00:00,1000036229.1131815,0.0,0 days 18:45:00
2024-01-03 15:00:00+00:00,1000039607.5311502,0.0,
2024-01-03 15:15:00+00:00,1000038431.261619,1.1762229439327143e-06,
2024-01-03 15:30:00+00:00,1000039967.1014627,0.0,0 days 00:30:00
2024-01-03 15:45:00+00:00,1000037439.9530252,2.527047438749541e-06,
2024-01-03 16:00:00+00:00,1000037132.6288065,2.8343593750923546e-06,
2024-01-03 16:15:00+00:00,1000037448.058494,2.518942293971982e-06,
2024-01-03 16:30:00+00:00,1000038775.1092752,1.191944548950552e-06,
2024-01-03 16:45:00+00:00,1000039632.2381815,3.3484989825360856e-07,
2024-01-03 17:00:00+00:00,1000040488.8788065,0.0,0 days 01:30:00
2024-01-03 17:15:00+00:00,1000038665.9295877,1.822875412615943e-06,
2024-01-03 17:30:00+00:00,1000038399.620994,2.0891732241956618e-06,
2024-01-03 17:45:00+00:00,1000036167.7850565,4.320918800870821e-06,
2024-01-03 18:00:00+00:00,1000036501.4764627,3.987240904890221e-06,
2024-01-03 18:15:00+00:00,1000037155.6756815,3.333068172794995e-06,
2024-01-03 18:30:00+00:00,1000038553.917869,1.934882596255072e-06,
2024-01-03 18:45:00+00:00,1000038204.7967752,2.283989555040833e-06,
2024-01-03 19:00:00+00:00,1000040260.3631815,2.285063730456116e-07,
2024-01-03 19:15:00+00:00,1000035354.7967752,5.133874166451946e-06,
2024-01-03 19:30:00+00:00,1000034955.9686502,5.532686144005261e-06,
2024-01-03 19:45:00+00:00,1000037696.2030252,2.7925627135161335e-06,
2024-01-03 20:00:00+00:00,1000040320.714744,1.6815725401020387e-07,
2024-01-03 20:15:00+00:00,1000041686.1444315,0.0,0 days 03:15:00
2024-01-03 20:30:00+00:00,1000042105.089744,0.0,
2024-01-03 20:45:00+00:00,1000043419.0545877,0.0,
2024-01-04 14:30:00+00:00,1000047642.6874002,0.0,
2024-01-04 14:45:00+00:00,1000048680.870994,0.0,
2024-01-04 15:00:00+00:00,1000044470.714744,4.209951305900184e-06,
2024-01-04 15:15:00+00:00,1000045181.9452127,3.498755458797298e-06,
2024-01-04 15:30:00+00:00,1000044232.2381815,4.4484162596836185e-06,
2024-01-04 15:45:00+00:00,1000044130.870994,4.549778512830116e-06,
2024-01-04 16:00:00+00:00,1000040129.2108377,8.551243874221903e-06,
2024-01-04 16:15:00+00:00,1000040478.136619,8.202335078144607e-06,
2024-01-04 16:30:00+00:00,1000040962.120994,7.718374262832839e-06,
2024-01-04 16:45:00+00:00,1000043956.261619,4.724379388143518e-06,
2024-01-04 17:00:00+00:00,1000044059.5819315,4.621064105037043e-06,
2024-01-04 17:15:00+00:00,1000043756.7499002,4.923881394947038e-06,
2024-01-04 17:30:00+00:00,1000045455.480369,3.225233617842882e-06,
2024-01-04 17:45:00+00:00,1000045391.1249002,3.2895859538584205e-06,
2024-01-04 18:00:00+00:00,1000045003.0389627,3.677652999911629e-06,
2024-01-04 18:15:00+00:00,1000044114.6600565,4.565988661164866e-06,
2024-01-04 18:30:00+00:00,1000043462.2186502,5.218398307582639e-06,
2024-01-04 18:45:00+00:00,1000044679.8944315,4.000781800961306e-06,
2024-01-04 19:00:00+00:00,1000045502.1600565,3.1785562025765657e-06,
2024-01-04 19:15:00+00:00,1000047121.0077127,1.5597873493922165e-06,
2024-01-04 19:30:00+00:00,1000047831.652244,8.491774112773243e-07,
2024-01-04 19:45:00+00:00,1000047026.3788065,1.6544116493433236e-06,
2024-01-04 20:00:00+00:00,1000046636.1444315,2.044627028241486e-06,
2024-01-04 20:15:00+00:00,1000047569.7381815,1.1110787242474274e-06,
2024-01-04 20:30:00+00:00,1000047576.4764627,1.1043407709410147e-06,
2024-01-04 20:45:00+00:00,1000051333.4100565,0.0,0 days 06:00:00
2024-01-05 14:30:00+00:00,1000049287.9999002,2.0453051637892017e-06,
2024-01-05 14:45:00+00:00,1000048620.0311502,2.713239626417341e-06,
2024-01-05 15:00:00+00:00,1000042475.4999002,8.85745547285488e-06,
2024-01-05 15:15:00+00:00,1000042701.964744,8.63100225367841e-06,
2024-01-05 15:30:00+00:00,1000040894.542869,1.0438331352391472e-05,
2024-01-05 15:45:00+00:00,1000040591.6131815,1.0741245490275553e-05,
2024-01-05 16:00:00+00:00,1000040659.2889627,1.0673573182851115e-05,
2024-01-05 16:15:00+00:00,1000044520.6170877,6.8124432628380305e-06,
2024-01-05 16:30:00+00:00,1000045498.1561502,5.834954378114432e-06,
2024-01-05 16:45:00+00:00,1000044989.855369,6.343229067895528e-06,
2024-01-05 17:00:00+00:00,1000048738.5858377,2.594691024371265e-06,
2024-01-05 17:15:00+00:00,1000050295.9100565,1.0374467442897384e-06,
2024-01-05 17:30:00+00:00,1000048289.7577127,3.0434961106884373e-06,
2024-01-05 17:45:00+00:00,1000048767.0038065,2.56627451433733e-06,
2024-01-05 18:00:00+00:00,1000050890.8319315,4.425554070985882e-07,
2024-01-05 18:15:00+00:00,1000048756.0663065,2.577211452914341e-06,
2024-01-05 18:30:00+00:00,1000046887.120994,4.4460608310537e-06,
2024-01-05 18:45:00+00:00,1000046990.3436502,4.342843473281732e-06,
2024-01-05 19:00:00+00:00,1000046141.2225565,5.191920981029163e-06,
2024-01-05 19:15:00+00:00,1000048017.1014627,3.316138365017096e-06,
2024-01-05 19:30:00+00:00,1000049763.1952127,1.5701342434004673e-06,
2024-01-05 19:45:00+00:00,1000053245.0311502,0.0,0 days 23:00:00
2024-01-05 20:00:00+00:00,1000052247.277244,9.977007836559082e-07,
2024-01-05 20:15:00+00:00,1000053382.2381815,0.0,0 days 00:30:00
2024-01-05 20:30:00+00:00,1000051815.5389627,1.5666155892546385e-06,
2024-01-05 20:45:00+00:00,1000050153.917869,3.228147986700236e-06,
2024-01-08 14:30:00+00:00,1000040207.1405252,1.3174394377646337e-05,
2024-01-08 14:45:00+00:00,1000036426.0858377,1.6955247234662352e-05,
2024-01-08 15:00:00+00:00,1000036218.761619,1.716256038664099e-05,
2024-01-08 15:15:00+00:00,1000034984.9725565,1.8396283590238482e-05,
2024-01-08 15:30:00+00:00,1000033599.1327127,1.9782049458627604e-05,
2024-01-08 15:45:00+00:00,1000033126.574119,2.0254582827505807e-05,
2024-01-08 16:00:00+00:00,1000033414.3670877,1.9966805220983375e-05,
2024-01-08 16:15:00+00:00,1000033833.5077127,1.954768696943443e-05,
2024-01-08 16:30:00+00:00,1000032876.3788065,2.0504764784767815e-05,
2024-01-08 16:45:00+00:00,1000031150.011619,2.2231039819797793e-05,
2024-01-08 17:00:00+00:00,1000030285.8514627,2.3095153847796368e-05,
2024-01-08 17:15:00+00:00,1000030969.0545877,2.241198719166171e-05,
2024-01-08 17:30:00+00:00,1000028720.5194315,2.4660402322518316e-05,
2024-01-08 17:45:00+00:00,1000027863.9764627,2.551689956953318e-05,
2024-01-08 18:00:00+00:00,1000027740.1483377,2.5640721084685403e-05,
2024-01-08 18:15:00+00:00,1000027564.5624002,2.5816297649527975e-05,
2024-01-08 18:30:00+00:00,1000026519.8358377,2.6860968445174827e-05,
2024-01-08 18:45:00+00:00,1000024880.3827127,2.8500334057102172e-05,
2024-01-08 19:00:00+00:00,1000023802.8436502,2.957781560120054e-05,
2024-01-08 19:15:00+00:00,1000023016.027244,3.0364590007714298e-05,
2024-01-08 19:30:00+00:00,1000021737.7069315,3.164284208423407e-05,
2024-01-08 19:45:00+00:00,1000020463.4881815,3.291699281726679e-05,
2024-01-08 20:00:00+00:00,1000020900.2069315,3.24802973790117e-05,
2024-01-08 20:15:00+00:00,1000020757.9217752,3.262257494018872e-05,
2024-01-08 20:30:00+00:00,1000019650.2069315,3.3730230654782645e-05,
2024-01-08 20:45:00+00:00,1000018424.0350565,3.495633707750745e-05,
2024-01-09 14:30:00+00:00,1000029305.5780252,2.4075374958854034e-05,
2024-01-09 14:45:00+00:00,1000027048.7420877,2.6332090427794164e-05,
2024-01-09 15:00:00+00:00,1000025081.261619,2.8299465873682372e-05,
2024-01-09 15:15:00+00:00,1000025392.199119,2.7988544971324636e-05,
2024-01-09 15:30:00+00:00,1000023764.7577127,2.9615899505786025e-05,
2024-01-09 15:45:00+00:00,1000024516.7108377,2.8863986519578333e-05,
2024-01-09 16:00:00+00:00,1000022171.6913065,3.1208880875044365e-05,
2024-01-09 16:15:00+00:00,1000020246.3006815,3.313416872385844e-05,
2024-01-09 16:30:00+00:00,1000019822.4725565,3.355797422521789e-05,
2024-01-09 16:45:00+00:00,1000016245.1288065,3.7135127018750325e-05,
2024-01-09 17:00:00+00:00,1000016130.1874002,3.725006228960659e-05,
2024-01-09 17:15:00+00:00,1000016254.2108377,3.712604547234655e-05,
2024-01-09 17:30:00+00:00,1000015839.1717752,3.754106238029742e-05,
2024-01-09 17:45:00+00:00,1000014745.4217752,3.863475399656924e-05,
2024-01-09 18:00:00+00:00,1000014232.042869,3.9148105498987285e-05,
2024-01-09 18:15:00+00:00,1000016134.5819315,3.72456679929023e-05,
2024-01-09 18:30:00+00:00,1000018164.1717752,3.521618648738567e-05,
2024-01-09 18:45:00+00:00,1000015411.8280252,3.796838331893149e-05,
2024-01-09 19:00:00+00:00,1000015599.1327127,3.7781088629729176e-05,
2024-01-09 19:15:00+00:00,1000017230.5780252,3.6149730402779134e-05,
2024-01-09 19:30:00+00:00,1000017481.261619,3.589906019030309e-05,
2024-01-09 19:45:00+00:00,1000016405.5780252,3.697468636476575e-05,
2024-01-09 20:00:00+00:00,1000017192.0038065,3.6188302562467634e-05,
2024-01-09 20:15:00+00:00,1000016929.9920877,3.645030029508778e-05,
2024-01-09 20:30:00+00:00,1000018691.3202127,3.468906618875334e-05,
2024-01-09 20:45:00+00:00,1000016823.449119,3.655683757664008e-05,
2024-01-10 14:30:00+00:00,1000012513.7811502,4.086627549804156e-05,
2024-01-10 14:45:00+00:00,1000014745.0311502,3.8635144600784876e-05,
2024-01-10 15:00:00+00:00,1000014426.964744,3.8953194028801263e-05,
2024-01-10 15:15:00+00:00,1000013319.7381815,4.006036148829217e-05,
2024-01-10 15:30:00+00:00,1000010817.7850565,4.256218106046816e-05,
2024-01-10 15:45:00+00:00,1000010105.480369,4.3274447725671905e-05,
2024-01-10 16:00:00+00:00,1000011957.3358377,4.142269110773977e-05,
2024-01-10 16:15:00+00:00,1000012162.7069315,4.1217330976617284e-05,
2024-01-10 16:30:00+00:00,1000011107.824119,4.2272157480094386e-05,
2024-01-10 16:45:00+00:00,1000011564.3670877,4.1815638881392836e-05,
2024-01-10 17:00:00+00:00,1000010319.6405252,4.3060299001140834e-05,
2024-01-10 17:15:00+00:00,1000010617.980369,4.276197508257251e-05,
2024-01-10 17:30:00+00:00,1000009863.5858377,4.351632934473937e-05,
2024-01-10 17:45:00+00:00,1000008972.3749002,4.440749270995248e-05,
2024-01-10 18:00:00+00:00,1000009640.3436502,4.373955961567422e-05,
2024-01-10 18:15:00+00:00,1000009238.5858377,4.414129598262484e-05,
2024-01-10 18:30:00+00:00,1000008318.0780252,4.506175465890383e-05,
2024-01-10 18:45:00+00:00,1000007571.9842752,4.580780858287614e-05,
2024-01-10 19:00:00+00:00,1000005008.8983377,4.837075770447452e-05,
2024-01-10 19:15:00+00:00,1000005054.1131815,4.8325545274230386e-05,
2024-01-10 19:30:00+00:00,1000004820.6170877,4.8559028904104906e-05,
2024-01-10 19:45:00+00:00,1000002592.2967752,5.078723027018839e-05,
2024-01-10 20:00:00+00:00,1000004441.5155252,4.893811023043426e-05,
2024-01-10 20:15:00+00:00,1000006654.699119,4.6725044774986735e-05,
2024-01-10 20:30:00+00:00,1000008310.0702127,4.5069762043992156e-05,
2024-01-10 20:45:00+00:00,1000005473.449119,4.790623172057362e-05,
2024-01-11 14:30:00+00:00,1000000884.2889627,5.249514691030299e-05,
2024-01-11 14:45:00+00:00,1000004665.7342752,4.871390344907134e-05,
2024-01-11 15:00:00+00:00,1000015005.089744,3.8375099888798836e-05,
2024-01-11 15:15:00+00:00,1000010676.0858377,4.2703872715432745e-05,
2024-01-11 15:30:00+00:00,1000010240.4413065,4.313949399226136e-05,
2024-01-11 15:45:00+00:00,1000014164.6600565,3.921548471463865e-05,
2024-01-11 16:00:00+00:00,1000019547.7655252,3.383266659273687e-05,
2024-01-11 16:15:00+00:00,1000019408.4100565,3.397201462285171e-05,
2024-01-11 16:30:00+00:00,1000020951.6717752,3.242883528242757e-05,
2024-01-11 16:45:00+00:00,1000020772.4725565,3.260802493565418e-05,
2024-01-11 17:00:00+00:00,1000017449.1327127,3.593118738154377e-05,
2024-01-11 17:15:00+00:00,1000019693.761619,3.368667829217742e-05,
2024-01-11 17:30:00+00:00,1000015882.042869,3.749819357501405e-05,
2024-01-11 17:45:00+00:00,1000014877.4530252,3.850272979433189e-05,
2024-01-11 18:00:00+00:00,1000011734.2889627,4.1645726076677825e-05,
2024-01-11 18:15:00+00:00,1000010910.0702127,4.246990083034419e-05,
2024-01-11 18:30:00+00:00,1000010156.8475565,4.322308328008617e-05,
2024-01-11 18:45:00+00:00,1000007234.0936502,4.614568117156104e-05,
2024-01-11 19:00:00+00:00,1000006837.8045877,4.6541949080380896e-05,
2024-01-11 19:15:00+00:00,1000006348.6444315,4.7031083125537165e-05,
2024-01-11 19:30:00+00:00,1000006186.2420877,4.719347680037789e-05,
2024-01-11 19:45:00+00:00,1000003796.495994,4.9583095330874016e-05,
2024-01-11 20:00:00+00:00,1000005844.0545877,4.753564603454663e-05,
2024-01-11 20:15:00+00:00,1000006541.2225565,4.683851528020089e-05,
2024-01-11 20:30:00+00:00,1000006784.777244,4.6594973593494515e-05,
2024-01-11 20:45:00+00:00,1000005464.7577127,4.7914922662983805e-05,
2024-01-12 14:30:00+00:00,999998605.089744,5.477422446675817e-05,
2024-01-12 14:45:00+00:00,1000001383.995994,5.199546655310083e-05,
2024-01-12 15:00:00+00:00,1000004081.9452127,4.929766134920133e-05,
2024-01-12 15:15:00+00:00,1000004899.0350565,4.848061512130464e-05,
2024-01-12 15:30:00+00:00,1000004821.3006815,4.855834534689407e-05,
2024-01-12 15:45:00+00:00,1000006703.527244,4.6676219256469587e-05,
2024-01-12 16:00:00+00:00,1000004172.667869,4.920694353571786e-05,
2024-01-12 16:15:00+00:00,1000003446.495994,4.993307664813429e-05,
2024-01-12 16:30:00+00:00,1000006731.8475565,4.664790045572076e-05,
2024-01-12 16:45:00+00:00,1000008211.6327127,4.516819428945773e-05,
2024-01-12 17:00:00+00:00,1000007562.511619,4.581728073349556e-05,
2024-01-12 17:15:00+00:00,1000007280.1874002,4.609958988199825e-05,
2024-01-12 17:30:00+00:00,1000006995.9100565,4.6383852051135044e-05,
2024-01-12 17:45:00+00:00,1000006483.995994,4.6895738788022e-05,
2024-01-12 18:00:00+00:00,1000005020.8124002,4.835884427789594e-05,
2024-01-12 18:15:00+00:00,1000005029.699119,4.834995803348896e-05,
2024-01-12 18:30:00+00:00,1000004741.5155252,4.863812624422703e-05,
2024-01-12 18:45:00+00:00,1000004080.9686502,4.92986378596294e-05,
2024-01-12 19:00:00+00:00,1000003318.761619,5.0060804204776765e-05,
2024-01-12 19:15:00+00:00,1000004621.5936502,4.8758041717889e-05,
2024-01-12 19:30:00+00:00,1000006074.5233377,4.730518958684371e-05,
2024-01-12 19:45:00+00:00,1000006708.7030252,4.667104375144504e-05,
2024-01-12 20:00:00+00:00,1000006874.9139627,4.6504841686223486e-05,
2024-01-12 20:15:00+00:00,1000006787.2186502,4.6592532317646373e-05,
2024-01-12 20:30:00+00:00,1000005789.7577127,4.758994001119454e-05,
2024-01-12 20:45:00+00:00,1000005140.8319315,4.823883115323557e-05,
2024-01-16 14:30:00+00:00,1000013812.0233377,3.956810260985488e-05,
2024-01-16 14:45:00+00:00,1000011262.511619,4.211747823723577e-05,
2024-01-16 15:00:00+00:00,1000009115.9295877,4.426394568524117e-05,
2024-01-16 15:15:00+00:00,1000004758.5077127,4.8621134963733326e-05,
2024-01-16 15:30:00+00:00,1000003605.7733377,4.9773807806463566e-05,
2024-01-16 15:45:00+00:00,1000003173.1561502,5.020640190112058e-05,
2024-01-16 16:00:00+00:00,1000006970.6170877,4.6409143669823294e-05,
2024-01-16 16:15:00+00:00,1000004804.699119,4.857494602317214e-05,
2024-01-16 16:30:00+00:00,1000005212.4139627,4.816725294298774e-05,
2024-01-16 16:45:00+00:00,1000008528.7225565,4.4851121371758396e-05,
2024-01-16 17:00:00+00:00,1000010067.8827127,4.331204337493233e-05,
2024-01-16 17:15:00+00:00,1000011455.9686502,4.192403153258084e-05,
2024-01-16 17:30:00+00:00,1000011662.511619,4.171749958903348e-05,
2024-01-16 17:45:00+00:00,1000013084.0936502,4.029599344090862e-05,
2024-01-16 18:00:00+00:00,1000011655.480369,4.172453046369373e-05,
2024-01-16 18:15:00+00:00,1000010200.4999002,4.317943326648255e-05,
2024-01-16 18:30:00+00:00,1000011265.9295877,4.2114060450959556e-05,
2024-01-16 18:45:00+00:00,1000012866.2225565,4.051385290482212e-05,
2024-01-16 19:00:00+00:00,1000014517.199119,3.886296447042081e-05,
2024-01-16 19:15:00+00:00,1000013785.8514627,3.9594273087861787e-05,
2024-01-16 19:30:00+00:00,1000012648.7420877,4.073132176463101e-05,
2024-01-16 19:45:00+00:00,1000010799.0350565,4.2580930059599176e-05,
2024-01-16 20:00:00+00:00,1000011016.1249002,4.2363851804005925e-05,
2024-01-16 20:15:00+00:00,1000011141.2225565,4.223876082543043e-05,
2024-01-16 20:30:00+00:00,1000010574.7186502,4.280523449207152e-05,
2024-01-16 20:45:00+00:00,1000008003.2342752,4.537658160275182e-05,
2024-01-17 14:30:00+00:00,1000027718.9569315,2.566191135977558e-05,
2024-01-17 14:45:00+00:00,1000030333.5077127,2.304750014159307e-05,
2024-01-17 15:00:00+00:00,1000025833.3124002,2.754745523647628e-05,
2024-01-17 15:15:00+00:00,1000025719.6405252,2.766112104368723e-05,
2024-01-17 15:30:00+00:00,1000025054.6014627,2.832612460679229e-05,
2024-01-17 15:45:00+00:00,1000024791.7108377,2.8589001198842112e-05,
2024-01-17 16:00:00+00:00,1000022460.2655252,3.092032206020168e-05,
2024-01-17 16:15:00+00:00,1000020768.5663065,3.261193097714443e-05,
2024-01-17 16:30:00+00:00,1000020120.9100565,3.325955265565117e-05,
2024-01-17 16:45:00+00:00,1000021388.3905252,3.1992139844172485e-05,
2024-01-17 17:00:00+00:00,1000021135.558494,3.2244958379501476e-05,
2024-01-17 17:15:00+00:00,1000023186.730369,3.0193895994790054e-05,
2024-01-17 17:30:00+00:00,1000024074.9139627,2.9305759811748544e-05,
2024-01-17 17:45:00+00:00,1000021769.542869,3.1611007846099604e-05,
2024-01-17 18:00:00+00:00,1000023457.042869,2.9923597923864342e-05,
2024-01-17 18:15:00+00:00,1000024917.3944315,2.8463324314054184e-05,
2024-01-17 18:30:00+00:00,1000026276.0858377,2.7104705433877996e-05,
2024-01-17 18:45:00+00:00,1000025586.730369,2.779402410524323e-05,
2024-01-17 19:00:00+00:00,1000025505.7733377,2.7874976815112085e-05,
2024-01-17 19:15:00+00:00,1000022198.7420877,3.118183153782983e-05,
2024-01-17 19:30:00+00:00,1000019961.2420877,3.341921210142651e-05,
2024-01-17 19:45:00+00:00,1000020637.7069315,3.274278336695691e-05,
2024-01-17 20:00:00+00:00,1000022777.4530252,3.0603151491503944e-05,
2024-01-17 20:15:00+00:00,1000022552.0624002,3.082853008529174e-05,
2024-01-17 20:30:00+00:00,1000019723.058494,3.365738298111154e-05,
2024-01-17 20:45:00+00:00,1000016882.6288065,3.649766104818486e-05,
2024-01-18 14:30:00+00:00,1000002369.4452127,5.101006993701862e-05,
2024-01-18 14:45:00+00:00,1000002922.9608377,5.0456583858382587e-05,
2024-01-18 15:00:00+00:00,1000003309.4842752,5.007008105328836e-05,
2024-01-18 15:15:00+00:00,1000002516.6131815,5.08629098240343e-05,
2024-01-18 15:30:00+00:00,1000000417.6874002,5.2961723565947416e-05,
2024-01-18 15:45:00+00:00,1000000840.1483377,5.2539285179120654e-05,
2024-01-18 16:00:00+00:00,1000001037.2186502,5.234222538608169e-05,
2024-01-18 16:15:00+00:00,999998529.9920877,5.484931811439164e-05,
2024-01-18 16:30:00+00:00,999999627.355369,5.375201340973579e-05,
2024-01-18 16:45:00+00:00,999999738.7811502,5.364059357626516e-05,
2024-01-18 17:00:00+00:00,1000005018.4686502,4.8361187902745684e-05,
2024-01-18 17:15:00+00:00,1000004228.3319315,4.915128244453726e-05,
2024-01-18 17:30:00+00:00,1000004669.542869,4.8710095058579483e-05,
2024-01-18 17:45:00+00:00,1000006193.2733377,4.718644592560661e-05,
2024-01-18 18:00:00+00:00,1000009235.6561502,4.414422551368702e-05,
2024-01-18 18:15:00+00:00,1000010182.5311502,4.3197401057293305e-05,
2024-01-18 18:30:00+00:00,1000005370.714744,4.800896061174509e-05,
2024-01-18 18:45:00+00:00,1000005063.3905252,4.831626842571879e-05,
2024-01-18 19:00:00+00:00,1000002136.2420877,5.124326061378692e-05,
2024-01-18 19:15:00+00:00,999998852.8436502,5.4526483785455326e-05,
2024-01-18 19:30:00+00:00,999999818.6639627,5.35607150279338e-05,
2024-01-18 19:45:00+00:00,999998087.7069315,5.529157966177589e-05,
2024-01-18 20:00:00+00:00,999997612.4139627,5.5766847259608454e-05,
2024-01-18 20:15:00+00:00,999997281.3592752,5.6097884275629895e-05,
2024-01-18 20:30:00+00:00,999997525.2069315,5.5854049635817304e-05,
2024-01-18 20:45:00+00:00,999996908.8006815,5.647042298240201e-05,
2024-01-19 14:30:00+00:00,999989617.199119,6.376163532373358e-05,
2024-01-19 14:45:00+00:00,999989617.199119,6.376163532373358e-05,
2024-01-19 15:00:00+00:00,999989617.199119,6.376163532373358e-05,
2024-01-19 15:15:00+00:00,999989617.199119,6.376163532373358e-05,
2024-01-19 15:30:00+00:00,999989617.199119,6.376163532373358e-05,
2024-01-19 15:45:00+00:00,999989617.199119,6.376163532373358e-05,
2024-01-19 16:00:00+00:00,999989617.199119,6.376163532373358e-05,
2024-01-19 16:15:00+00:00,999989617.199119,6.376163532373358e-05,
