Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-04-24 09:30:00-04:00,33805.0390625,33884.80078125,33793.37109375,33880.55859375,0,0.0,0.0
2023-04-24 10:30:00-04:00,33882.69921875,33891.1484375,33787.328125,33789.62109375,31161319,0.0,0.0
2023-04-24 11:30:00-04:00,33790.2109375,33806.6796875,33726.08984375,33786.171875,30204779,0.0,0.0
2023-04-24 12:30:00-04:00,33786.0390625,33824.21875,33782.48046875,33814.828125,19715308,0.0,0.0
2023-04-24 13:30:00-04:00,33815.19140625,33844.87109375,33808.48828125,33820.30859375,21577054,0.0,0.0
2023-04-24 14:30:00-04:00,33820.3515625,33873.73046875,33808.8984375,33863.01171875,26546700,0.0,0.0
2023-04-24 15:30:00-04:00,33862.9296875,33878.87109375,33841.171875,33875.69921875,37371096,0.0,0.0
2023-04-25 09:30:00-04:00,33828.33984375,33875.48828125,33766.78125,33793.5,0,0.0,0.0
2023-04-25 10:30:00-04:00,33793.73046875,33854.62890625,33746.46875,33783.26953125,31306196,0.0,0.0
2023-04-25 11:30:00-04:00,33782.5390625,33782.5390625,33701.62109375,33720.859375,26821352,0.0,0.0
2023-04-25 12:30:00-04:00,33720.76171875,33735.671875,33553.73046875,33591.7890625,23822875,0.0,0.0
2023-04-25 13:30:00-04:00,33591.8203125,33593.1796875,33541.328125,33584.98046875,25548342,0.0,0.0
2023-04-25 14:30:00-04:00,33584.8203125,33606.41015625,33538.69921875,33582.62890625,31791587,0.0,0.0
2023-04-25 15:30:00-04:00,33582.03125,33597.1015625,33525.390625,33532.48046875,47360287,0.0,0.0
2023-04-26 09:30:00-04:00,33596.33984375,33645.828125,33360.30078125,33380.359375,0,0.0,0.0
2023-04-26 10:30:00-04:00,33380.140625,33522.46875,33380.140625,33515.859375,41534019,0.0,0.0
2023-04-26 11:30:00-04:00,33516.01171875,33564.98828125,33477.9296875,33503.0,31672574,0.0,0.0
2023-04-26 12:30:00-04:00,33502.9609375,33520.0390625,33440.44921875,33454.2890625,23509845,0.0,0.0
2023-04-26 13:30:00-04:00,33454.55078125,33464.71875,33315.94921875,33366.2890625,26006362,0.0,0.0
