Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-04-26 22:00:00+00:00,28686.220703125,28686.220703125,28229.384765625,28307.880859375,0,0.0,0.0
2023-04-26 23:00:00+00:00,28305.537109375,28450.6328125,28290.83203125,28417.2421875,0,0.0,0.0
2023-04-27 00:00:00+00:00,28428.46484375,29452.40234375,28402.88671875,29294.46484375,1673949184,0.0,0.0
2023-04-27 01:00:00+00:00,29268.369140625,29326.994140625,28584.0078125,28735.34765625,764401664,0.0,0.0
2023-04-27 02:00:00+00:00,28744.06640625,29069.57421875,28744.06640625,29054.978515625,590315520,0.0,0.0
2023-04-27 03:00:00+00:00,29047.890625,29047.890625,28861.431640625,28879.662109375,74919936,0.0,0.0
2023-04-27 04:00:00+00:00,28894.220703125,29138.01171875,28891.841796875,29134.26171875,94691328,0.0,0.0
2023-04-27 05:00:00+00:00,29117.509765625,29266.548828125,29068.240234375,29094.455078125,226058240,0.0,0.0
2023-04-27 06:00:00+00:00,29092.091796875,29092.501953125,28673.474609375,28784.93359375,106164224,0.0,0.0
2023-04-27 07:00:00+00:00,28821.294921875,28945.595703125,28733.65625,28911.111328125,366288896,0.0,0.0
2023-04-27 08:00:00+00:00,28909.169921875,29080.96875,28808.060546875,28965.173828125,0,0.0,0.0
2023-04-27 09:00:00+00:00,28966.57421875,29028.12109375,28894.78515625,28946.677734375,0,0.0,0.0
2023-04-27 10:00:00+00:00,28945.6796875,29023.91796875,28922.3984375,28978.201171875,0,0.0,0.0
2023-04-27 11:00:00+00:00,28990.59375,29120.431640625,28914.849609375,28959.140625,0,0.0,0.0
2023-04-27 12:00:00+00:00,28954.068359375,29061.2265625,28723.416015625,28877.8046875,0,0.0,0.0
2023-04-27 13:00:00+00:00,28872.310546875,28964.982421875,28867.921875,28931.03515625,0,0.0,0.0
2023-04-27 14:00:00+00:00,28938.03125,29068.072265625,28938.03125,28969.84375,0,0.0,0.0
2023-04-27 15:00:00+00:00,28982.2109375,29447.74609375,28982.2109375,29152.447265625,989216768,0.0,0.0
2023-04-27 16:00:00+00:00,29150.17578125,29190.70703125,29043.0078125,29126.181640625,0,0.0,0.0
2023-04-27 17:00:00+00:00,29132.326171875,29425.55859375,29107.087890625,29314.916015625,315834368,0.0,0.0
2023-04-27 18:00:00+00:00,29309.408203125,29871.546875,29257.7421875,29834.048828125,1393862656,0.0,0.0
2023-04-27 19:00:00+00:00,29775.703125,29846.314453125,29488.431640625,29685.23046875,0,0.0,0.0
2023-04-27 20:00:00+00:00,29680.923828125,29721.224609375,29493.787109375,29607.470703125,0,0.0,0.0
2023-04-27 21:00:00+00:00,29628.361328125,29769.634765625,29562.578125,29649.470703125,0,0.0,0.0
2023-04-27 22:00:00+00:00,29651.314453125,29658.080078125,29299.474609375,29406.958984375,0,0.0,0.0
2023-04-27 23:00:00+00:00,29400.31640625,29491.80078125,29400.091796875,29472.609375,0,0.0,0.0
2023-04-28 00:00:00+00:00,29481.013671875,29521.646484375,29385.408203125,29503.6640625,0,0.0,0.0
2023-04-28 01:00:00+00:00,29559.58984375,29572.791015625,29423.939453125,29538.97265625,0,0.0,0.0
2023-04-28 02:00:00+00:00,29526.62109375,29548.5390625,29393.666015625,29393.666015625,0,0.0,0.0
2023-04-28 03:00:00+00:00,29395.21484375,29438.91796875,29349.359375,29413.583984375,0,0.0,0.0
2023-04-28 04:00:00+00:00,29424.259765625,29522.77734375,29424.259765625,29505.115234375,0,0.0,0.0
2023-04-28 05:00:00+00:00,29503.71484375,29564.98046875,29469.21875,29490.751953125,0,0.0,0.0
2023-04-28 06:00:00+00:00,29486.9140625,29509.310546875,29413.271484375,29471.388671875,0,0.0,0.0
2023-04-28 07:00:00+00:00,29468.580078125,29526.98046875,29448.109375,29481.787109375,0,0.0,0.0
2023-04-28 08:00:00+00:00,29500.048828125,29500.048828125,29207.291015625,29263.755859375,0,0.0,0.0
